46.85661315917969, -114.01860809326172
46.85693359375, -114.01863098144531
46.85727310180664, -114.01868438720703
46.857601165771484, -114.01866912841797
46.858055114746094, -114.01866149902344
46.8582878112793, -114.01864624023438
46.858524322509766, -114.01863861083984
46.858734130859375, -114.01864624023438
46.85884475708008, -114.01864624023438
46.858943939208984, -114.01864624023438
46.859046936035156, -114.01864624023438
46.85914993286133, -114.01864624023438
46.859466552734375, -114.01864624023438
46.85957717895508, -114.01864624023438
46.85969161987305, -114.01864624023438
46.85980987548828, -114.01864624023438
46.85993194580078, -114.01864624023438
46.86029052734375, -114.01863098144531
46.86052322387695, -114.01863861083984
46.860755920410156, -114.01863098144531
46.86098861694336, -114.01863098144531
46.861228942871094, -114.01863861083984
46.86147689819336, -114.01863098144531
46.86159896850586, -114.01863098144531
46.86183547973633, -114.01862335205078
46.862064361572266, -114.01861572265625
46.862281799316406, -114.01860046386719
46.86248779296875, -114.01860046386719
46.86260223388672, -114.01859283447266
46.86282730102539, -114.0185775756836
46.86306381225586, -114.0185775756836
46.86330032348633, -114.01856231689453
46.863426208496094, -114.0185546875
46.86355209350586, -114.01854705810547
46.86367416381836, -114.01853942871094
46.8637809753418, -114.01853942871094
46.86387252807617, -114.0185317993164
46.863704681396484, -114.01164245605469
46.86370849609375, -114.01163482666016
46.864017486572266, -114.01107025146484
46.864044189453125, -114.01074981689453
46.86404800415039, -114.01071166992188
46.86408996582031, -114.01042175292969
46.86408996582031, -114.01012420654297
46.864078521728516, -114.00962829589844
46.864070892333984, -114.0094223022461
46.86406707763672, -114.00910186767578
46.86407470703125, -114.00875854492188
46.86408233642578, -114.0084228515625
46.864051818847656, -114.0074691772461
46.864044189453125, -114.00716400146484
46.864044189453125, -114.00694274902344
46.86404800415039, -114.00680541992188
46.86405563354492, -114.00670623779297
46.864051818847656, -114.00662231445313
46.864051818847656, -114.00646209716797
46.864051818847656, -114.00627899169922
46.864051818847656, -114.00605773925781
46.864051818847656, -114.00592803955078
46.86405944824219, -114.00563049316406
46.86405944824219, -114.00534057617188
46.86405563354492, -114.00506591796875
46.864051818847656, -114.00477600097656
46.864051818847656, -114.00452423095703
46.864044189453125, -114.0042724609375
46.864044189453125, -114.00414276123047
46.86404037475586, -114.00392150878906
46.863983154296875, -114.00354766845703
46.86393356323242, -114.0035171508789
46.86381912231445, -114.00352478027344
46.863643646240234, -114.0035400390625
46.86354446411133, -114.00354766845703
46.86325454711914, -114.00360107421875
46.86309051513672, -114.00376892089844
46.86293411254883, -114.00396728515625
46.86286163330078, -114.00408172607422
46.862701416015625, -114.00432586669922
46.86253356933594, -114.00457763671875
46.862361907958984, -114.00481414794922
46.86210632324219, -114.00520324707031
46.86183547973633, -114.0055923461914
46.86166000366211, -114.00584411621094
46.86148452758789, -114.00609588623047
046.86122131347656, -114.00647735595703
046.86103057861328, -114.00672912597656
46.860843658447266, -114.00699615478516
46.86065673828125, -114.00727081298828
46.86037063598633, -114.0076675415039
46.859989166259766, -114.00820922851563
46.85979080200195, -114.00848388671875
46.85969161987305, -114.00862121582031
046.859500885009766, -114.00887298583984
46.85930252075195, -114.00914001464844
46.85910415649414, -114.00941467285156
46.8590087890625, -114.0095443725586
46.858829498291016, -114.00979614257813
46.858646392822266, -114.01005554199219
046.858375549316406, -114.01044464111328
46.858123779296875, -114.01079559326172
46.85795211791992, -114.01103973388672
46.8577880859375, -114.01127624511719
46.85765838623047, -114.0114517211914
46.857513427734375, -114.01164245605469
46.85749053955078, -114.01168823242188
046.85747146606445, -114.01171112060547
46.857418060302734, -114.01179504394531
46.85733413696289, -114.01190948486328
46.857234954833984, -114.01204681396484
46.857181549072266, -114.01212310791016
46.85708236694336, -114.01225280761719
046.85697937011719, -114.01237487792969
46.856834411621094, -114.01256561279297
46.85672378540039, -114.01271057128906
46.856597900390625, -114.01287078857422
46.85647201538086, -114.01302337646484
46.856319427490234, -114.01313018798828
